title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Flips: The Folk of the Faraway Tree,Dsiw,Misc,Electronic Arts,Electronic Arts,,,,,,,2010-07-05
Flips: The Magic Faraway Tree,Dsiw,Misc,Electronic Arts,Electronic Arts,,,,,,,2010-06-07
Floating Cloud God Saves the Pilgrims,Psp,Misc,Unknown,Unknown,,,,,,,2014-01-01
Floating Cloud God Saves the Pilgrims,Psv,Misc,Unknown,Unknown,,,,,,,2014-01-01
Flockers,Pc,Misc,Team17 Software,Unknown,,,,,,,2014-05-16
Floras,And,Misc,Unknown,Unknown,,,,,,,2014-05-08
flOw (PSP),Psn,Misc,Sony Computer Entertainment,Supervillain Studios,,,,,,,2008-03-05
Flower Farmer,And,Misc,Code 4 Development Llc,Unknown,,,,,,,2014-05-22
Flower Shop: Summer In Fairbrook,Osx,Misc,Winter Wolves Studio,Unknown,,,,,,,2010-01-28
Flower Shop: Summer In Fairbrook,Pc,Misc,Winter Wolves Studio,Unknown,,,,,,,2010-01-28
Flower Shop: Summer In Fairbrook,Linux,Misc,Winter Wolves Studio,Unknown,,,,,,,2014-05-16
Flux: Audio Visual Experience,Scd,Misc,Virgin Interactive,Exp,,,,,,,1995-01-01
Flyhunter Origins,Pc,Misc,Triniti Interactive,Unknown,,,,,,,2014-10-01
Flyhunter Origins,And,Misc,Triniti Interactive,Unknown,,,,,,,2014-10-01
Flying Turtle,3Ds,Misc,Sigma Ent. Inc.,Unknown,,,,,,,2014-04-03
Flying Turtle,Osx,Misc,Big Fish Games,Unknown,,,,,,,2009-11-25
Flying War,And,Misc,Appxplore Sdn Bhd,Unknown,,,,,,,2014-04-03
Flying Words,And,Misc,Go Games Limited,Unknown,,,,,,,2014-03-18
FlyingSheep,And,Misc,Frima Studio,Unknown,,,,,,,2014-02-18
Food Battle: The Game,Pc,Misc,Smosh Llc,Unknown,,,,,,,2020-12-31
Food Battle: The Game,And,Misc,Smosh Llc,Unknown,,,,,,,2020-12-31
Foosball - Street Edition,Pc,Misc,Unknown,Unknown,,,,,,,2014-04-16
Football Genius: The Ultimate Quiz,Xbl,Misc,Rtl,I-Imagine Interactive,,,,,,,2009-09-30
Football Manager 2013,And,Misc,Sega,Unknown,,,,,,,2012-12-13
Football Manager 2013,Osx,Misc,Sega,Unknown,,,,,,,2012-11-01
FORCED,Ps3,Misc,Betadwarf,Unknown,,,,,,,2020-12-31
FORCED,X360,Misc,Betadwarf,Unknown,,,,,,,2020-12-31
FORCED,Linux,Misc,Betadwarf,Unknown,,,,,,,2013-10-24
FORCED,Osx,Misc,Betadwarf,Unknown,,,,,,,2013-10-24
forma.8,Psv,Misc,Mixedbag Srl,Unknown,,,,,,,2015-01-01
forma.8,Ps4,Misc,Mixedbag Srl,Unknown,,,,,,,2015-01-01
forma.8,Pc,Misc,Mixedbag Srl,Unknown,,,,,,,2015-01-01
forma.8,Osx,Misc,Mixedbag Srl,Unknown,,,,,,,2015-01-01
forma.8,Linux,Misc,Mixedbag Srl,Unknown,,,,,,,2015-01-01
Forsaken Fortress,Osx,Misc,Photon Productions,Unknown,,,,,,,2015-01-01
Forsaken Fortress,Lynx,Misc,Unknown,Unknown,,,,,,,2015-01-01
Forsaken Fortress,Pc,Misc,Photon Productions,Unknown,,,,,,,2015-01-01
Forsaken Fortress,Linux,Misc,Photon Productions,Unknown,,,,,,,2015-01-01
Fort Defense North Menace,Psv,Misc,8Floor,Unknown,,,,,,,2014-03-11
FortressCraft Chapter 1,Xbl,Misc,Microsoft,Projectorgames,,,,,,,2011-04-08
Fortuna Magus,And,Misc,"Kotobuki Solution Co., Ltd.",Unknown,,,,,,,2014-03-10
Forty 4 Party,Ps2,Misc,505 Games,Hunex,,,,,,,2005-01-01
Four In A Line Pro,Pc,Misc,Unknown,Unknown,,,,,,,2014-03-28
Four In A Line Pro,Osx,Misc,Unknown,Unknown,,,,,,,2014-03-28
Fractal Dive,Xbl,Misc,Microsoft,Heloli,,,,,,,2009-12-08
Fraction Monkeys,And,Misc,Unknown,Unknown,,,,,,,2014-04-01
Fractured Soul,Pc,Misc,Endgame Studios,Unknown,,,,,,,2014-02-25
Franklin: A Birthday Surprise,Gc,Misc,Game Factory,Neko Entertainment,,,,,,,2006-06-16
Freaking Meatbags,Osx,Misc,Unknown,Unknown,,,,,,,2014-07-01
Freaking Meatbags,Pc,Misc,Unknown,Unknown,,,,,,,2014-07-01
Freddi Fish and Luther's Maze Madness,Pc,Misc,Humongous Entertainment.,Unknown,,,,,,,1996-11-22
Freddi Fish and Luther's Maze Madness,Osx,Misc,Humongous Entertainment.,Unknown,,,,,,,1996-11-22
Freddi Fish and Luther's Maze Madness,Linux,Misc,Humongous Entertainment.,Unknown,,,,,,,1996-11-22
Freddi Fish and Luther's Water Worries,Pc,Misc,Humongous Entertainment,Unknown,,,,,,,1996-12-19
Frederic: Evil Strikes Back,Pc,Misc,Forever Entertainment S.A.,Unknown,,,,,,,2014-05-23
Frederic: Evil Strikes Back,And,Misc,Forever Entertainment S.A.,Unknown,,,,,,,2014-05-07
Frederic: Evil Strikes Back,Osx,Misc,Forever Entertainment S.A.,Unknown,,,,,,,2014-05-23
Frederic: Evil Strikes Back,Linux,Misc,Forever Entertainment S.A.,Unknown,,,,,,,2014-05-23
FreeCell - Solitaire Connection,3Ds,Misc,Circle Entertainment,Unknown,,,,,,,2012-12-06
FreeCell Deluxe,And,Misc,Griptonite Studio,Unknown,,,,,,,2012-08-01
FreeCell FULL GAME,Psv,Misc,Namco Bandai Games,Unknown,,,,,,,2013-12-19
Freecell Pro,And,Misc,Griptonite Studio,Unknown,,,,,,,2012-10-16
FreeCell Solitaire,3Ds,Misc,Agetec,Unknown,,,,,,,2012-08-09
Freecell Solitaire Pro,3Ds,Misc,Enjoy Gaming Ltd.,Unknown,,,,,,,2012-12-13
FreeCell Solitaire!,3Ds,Misc,Cerasus Media,Unknown,,,,,,,2013-02-28
FreeCell!,Wii,Misc,Natsume,Unknown,,,,,,,2012-10-18
Freecell+,Wii,Misc,D4 Enterprise,Unknown,,,,,,,2012-11-08
Freecell+,Arc,Misc,Trigger Apps,Unknown,,,,,,,1993-04-09
FreeCell.,3Ds,Misc,Virtual Playground,Unknown,,,,,,,2013-02-28
Freedom Fall,And,Misc,Unknown,Unknown,,,,,,,2013-07-19
Freedom Fall,Osx,Misc,Unknown,Unknown,,,,,,,2013-08-28
Freedom Fall,Pc,Misc,Unknown,Unknown,,,,,,,2013-08-28
Freeze Tag Fun Pack #1,Pc,Misc,Freeze Tag,Freeze Tag / Joju Games - Dekovir Entertainment - Linksolutions,,,,,,,2009-09-24
Freeze Tag Fun Pack #2,Pc,Misc,Freeze Tag,Freeze Tag / Iq212,,,,,,,2009-09-24
French Buddy,Ds,Misc,Unknown,Deep Silver,,,,,,,
Frets on Fire,Pc,Misc,Unknown,Unreal Voodoo,,,,,,,2006-08-03
Fridgy,Xbl,Misc,Microsoft,Wiley,,,,,,,2009-05-06
Friendly Fire!,And,Misc,Red Robot Labs Inc.,Unknown,,,,,,,2013-10-22
Fritz & Chesster's Chess Complete,Pc,Misc,Unknown,Chessbase,,,,,,,
Fritz & Chesster's Chess For Winners,Pc,Misc,Unknown,Chessbase,,,,,,,
Fritz Chess 13,Pc,Misc,Viva Media,Chessbase,,,,,,,2011-10-24
Frobisher Says!,Psv,Misc,Sony Computer Entertainment America,Unknown,,,,,,,2013-04-16
Frog Toss,X360,Misc,Press Play,Unknown,,,,,,,2014-10-01
Froggy Splash 2,And,Misc,Namco Bandai Games,Unknown,,,,,,,2014-04-23
From TV Animation One Piece: Treasure Wars 2 - Buggyland Heyou Koso,Ws,Misc,Bandai,Graphic Research,,,,,,,2002-12-20
Frontier: First Encounters,Msd,Misc,Gametek,Unknown,,,,,,,1995-04-16
Frontline Commando 2,And,Misc,Glu Mobile Inc.,Unknown,,,,,,,2014-03-05
Frozen Endzone,Pc,Misc,Mode 7,Unknown,,,,,,,2014-03-10
Frozen Free Fall,And,Misc,Disney Interactive Studios,Unknown,,,,,,,2013-11-21
Frozen Synapse,Psv,Misc,Mode 7,Unknown,,,,,,,2014-01-01
Frozen Synapse,Ps3,Misc,Mode 7,Unknown,,,,,,,2014-01-01
Frozen Synapse,Osx,Misc,Mode 7,Unknown,,,,,,,2011-05-26
Frozen Synapse: Tactics,Ps3,Misc,Double Eleven,Unknown,,,,,,,2014-01-01
Frozen Synapse: Tactics,Psv,Misc,Double Eleven,Unknown,,,,,,,2014-01-01
Fruit Moves,And,Misc,Unknown,Unknown,,,,,,,2014-03-28
Fruit Ninja,Psv,Misc,Halfbrick Studios,Unknown,,,,,,,2013-08-13
Fruit Ninja,Winp,Misc,Halfbrick Studios,Unknown,,,,,,,2010-12-22
Fruit Ninja,And,Misc,Halfbrick Studios,Unknown,,,,,,,2010-09-17
Fruit Swap,Pc,Misc,Liminal Games,Unknown,,,,,,,2014-02-07
Fruits and Veggies Educational Memory Game,3Ds,Misc,G-Style,Unknown,,,,,,,2013-04-25
Fruits Mura no Doubutsu Tachi,Gba,Misc,Tdk Core,Tdk Core,,,,,,,2004-10-28
Fruits Slide Puzzle,Pc,Misc,South East Games,Unknown,,,,,,,2014-02-05
Fruits Slide Puzzle,Osx,Misc,South East Games,Unknown,,,,,,,2014-02-05
Fruits Slide Puzzle,Linux,Misc,South East Games,Unknown,,,,,,,2014-02-05
Fruits vs. Birds,3Ds,Misc,Teyon Entertainment,Unknown,,,,,,,2014-03-27
Frustration,Osx,Misc,Gunho Online Entertainment,Unknown,,,,,,,2014-07-22
Frustration,Pc,Misc,Gunho Online Entertainment,Unknown,,,,,,,2014-07-22
FTL: Faster Than Light,Osx,Misc,Unknown,Unknown,,,,,,,2012-09-14
FTL: Faster Than Light,Pc,Misc,Unknown,Unknown,8.6,,,,,,2012-09-14
FTL: Faster Than Light,Linux,Misc,Unknown,Unknown,,,,,,,2012-09-14
Fujimori Midori no Let's Tarot,Ds,Misc,Asnetworks,Asnetworks,,,,,,,2007-12-13
Full Bore,Pc,Misc,Unknown,Unknown,,,,,,,2013-09-29
Full House Poker featuring Avatar Superstars,Xbl,Misc,Microsoft,Krome Studios,8.0,,,,,,2011-03-16
Full Throttle,Osx,Misc,Lucasarts,Unknown,,,,,,,1996-01-01
Full Throttle,Msd,Misc,Lucasarts,Unknown,,,,,,,1995-05-02
Fun 'n Games,3Do,Misc,Panasonic Interactive Media,Virgin Interactive,,,,,,,1994-01-01
Fun! Fun! Minigolf TOUCH!,3Ds,Misc,Shin'En Multimedia,Unknown,,,,,,,2012-03-08
Funky Smugglers,Osx,Misc,11 Bit Studios,Unknown,,,,,,,2012-10-11
Funky Smugglers,And,Misc,11 Bit Studios,Unknown,,,,,,,2012-10-11
Funny Cards,Gba,Misc,505 Games,Access,,,,,,,2006-02-01
Furopon World,3Do,Misc,Warp,Warp,,,,,,,1995-09-14
Fushigi no Kuni no Alice,Gba,Misc,Global A Entertainment,Global A Entertainment,,,,,,,2003-01-09
Fushigi no Kuni no Alice,Ps2,Misc,Global A Entertainment,Global A Entertainment,,,,,,,2003-06-12
Fushigi no Kuni no Angelique,Gba,Misc,Koei,Koei,,,,,,,2002-03-08
Fushigi no Kuni no Angelique,Pcfx,Misc,Nec,Koei,,,,,,,1996-10-11
Future Combat - Patriots at War,Ps3,Misc,Namco Bandai Games,Unknown,,,,,,,2014-11-11
Future Combat - Patriots at War,Psv,Misc,Namco Bandai Games,Unknown,,,,,,,2014-11-11
futureU: The Prep Game for SAT,Pc,Misc,Aspyr,Aspyr Media,,,,,,,2008-08-25
Fuzion Frenzy,Xbl,Misc,Microsoft Game Studios,Blitz Games,,,,,,,2007-12-04
Fuzion Pirates,And,Misc,Cj Internet Corp.,Unknown,,,,,,,2014-05-19
G.G Series Collection Plus,Ds,Misc,Genterprise,Suzak,,,,,,,2010-05-27
Gabrielle's Ghostly Groove: Monster Mix,Ww,Misc,Natsume,Santa Entertainment,,,,,,,2011-05-16
Gachapin Nikki DS,Ds,Misc,Hudson Soft,Hudson Soft,,,,,,,2007-09-20
Gacharoku 2: Kondo wa Sekai Isshuu yo!!,Ps2,Misc,Sony Computer Entertainment,Agenda,,,,,,,2003-12-18
Gaia Master,Ps,Misc,Capcom,Capcom,,,,,,,2000-04-13
Gaia Master Duel Card Attacks,Gb,Misc,Capcom,Capcom,,,,,,,2001-06-29
Gaia's Moon,3Ds,Misc,Enjoy Gaming Ltd.,Unknown,,,,,,,2012-01-19
Gaia's Moon,Dsi,Misc,Enjoy Gaming Ltd.,Unknown,,,,,,,2012-01-19
Gaiabreaker,Wiiu,Misc,Ubiquitous Media Corp.,Unknown,,,,,,,2014-08-14
Gakken Chuugokugo Sanmai DS,Ds,Misc,Gakken,Gakken,,,,,,,2008-07-10
Gakken Chuugokugo Sanmai DS: Kiki-Tore & Shoki-Tore,Ds,Misc,Gakken,Gakken,,,,,,,2011-03-17
Gakken DS: Otona no Gakushuu Kindaichi Sensei no Nihongo Lesson,Ds,Misc,Gakken,Tenky,,,,,,,2007-02-22
Gakken Eigo Sanmai DS,Ds,Misc,Gakken,Gakken,,,,,,,2009-11-26
Gakken Hangul Sanmai DS,Ds,Misc,Ie Institute,Gakken,,,,,,,2009-03-19
Gakken Hangul-Go Sanmai DS: Kiki-Tore & Shoki-Tore,Ds,Misc,Gakken,Gakken,,,,,,,2011-03-17
Gakken Kanyouku Kotowaza 210,Gb,Misc,Imagineer,Imagineer,,,,,,,1998-01-30
Gakken M Bunko: Monoshiri Edo Meijin,Ds,Misc,Global A Entertainment,Global A Entertainment,,,,,,,2008-04-10
Gakken Mainichi no Drill DS: Mesaze! Miracle Shougaku 1 Nensei,Ds,Misc,Gakken,Gakken,,,,,,,2008-06-19
Gakken Mu Henshuubu Kanshuu: Choujou Genshou Research File,Ds,Misc,Global A Entertainment,Global A Entertainment,,,,,,,2008-09-11
Gakken Rekishi 512,Gb,Misc,Imagineer,Imagineer,,,,,,,1998-05-29
Gakken Shiaza Jukugo 288,Gb,Misc,Imagineer,Imagineer,,,,,,,1998-01-30
Gakken Taigo: Indonesia-Go Sanmai DS,Ds,Misc,Gakken,Gakken,,,,,,,2010-10-14
Gakken Youten Rank Jun Series: Kagaku DS,Ds,Misc,Ie Institute,Ie Institute,,,,,,,2006-12-21
Gakken Youten Rank Jun Series: Nippon no Rekishi DS,Ds,Misc,Ie Institute,Ie Institute,,,,,,,2006-12-21
Gakken: Shin TOEIC Test Kanzen Kouryaku 2,Ds,Misc,Gakken,Gakken,,,,,,,2009-03-19
Gakkyuou Yamazaki: Yamazaki Oukoku Oofun Araso,Dc,Misc,Sega,Sega,,,,,,,1999-12-23
Galactic Pinball,Vb,Misc,Nintendo,Intelligent Systems,,,,,,,1995-08-14
Galatea,Psv,Misc,Unknown,Unknown,,,,,,,2014-02-26
Galaxy Legend,And,Misc,Tap4Fun,Unknown,,,,,,,2013-08-08
GALAXY OF DEATH,3Ds,Misc,Selectsoft,Unknown,,,,,,,2013-01-10
Galaxy Saver,Dsi,Misc,G-Style,Unknown,,,,,,,2013-01-03
Galaxy Saver,3Ds,Misc,G-Style,Unknown,,,,,,,2013-01-03
Gallery: Landscapes,Xbl,Misc,Microsoft,Deej,,,,,,,2009-07-05
Gallery: World Cities,Xbl,Misc,Microsoft,Deej,,,,,,,2009-10-15
Gamble Panic,Gg,Misc,Sega,Sega,,,,,,,1995-01-27
Gambler Jiko Chuushinha 2: Gekitou Tokyo Mahjong Land Hen,Scd,Misc,Game Arts,Game Arts,,,,,,,1992-12-18
Game & Watch Collection,Ds,Misc,Nintendo,Nintendo,,,,,,,2008-12-15
Game & Watch Collection 2,Ds,Misc,Nintendo,Nintendo,,,,,,,2010-03-31
Game & Watch Gallery,3Ds,Misc,Nintendo,Nintendo,,,,,,,2011-07-14
Game Boy Camera,Gb,Misc,Nintendo,Game Freak,,,,,,,1998-08-01
Game Center USA: Midway Arcade Treasures,Ps2,Misc,Success,Success,,,,,,,2006-09-21
Game de Oboeru TOEIC Test: Goku DeruDeru 1700,Ps,Misc,Nagase Brothers,Nagase Brothers,,,,,,,2001-03-01
Game de wa Jimeru TOEIC Test: Mazuha Nyuumonhen 1500,Ps,Misc,Nagase Brothers,Nagase Brothers,,,,,,,2003-06-05
Game Dev Tycoon,Osx,Misc,Greenheart Games,Unknown,,,,,,,2013-03-15
Game Frenzy,Xbl,Misc,Microsoft,Mindsedge,,,,,,,2011-09-22
Game Guru,3Do,Misc,3Do,3Do,,,,,,,1996-01-01
Game Nihonishi: Kakumeiko Oda Nobunaga,Sat,Misc,Koei,Koei,,,,,,,1997-04-04
Game no Tatsujin,3Do,Misc,Sunsoft,Sunsoft,,,,,,,1995-06-09
Game no Tatsujin,Ps,Misc,Sunsoft,Sunsoft,,,,,,,1995-06-09
Game no Tatsujin,Snes,Misc,Sunsoft,Affect,,,,,,,1995-08-11
Game no Tatsujin,Sat,Misc,Sunsoft,Sunsoft,,,,,,,1995-06-09
Game of Thrones Ascent,Brw,Misc,Ibrahim Kocaalioglu,Unknown,,,,,,,2013-02-21
Game Party,Nes,Misc,Coconuts Japan,Color Dreams,,,,,,,1990-08-03
Game Room,Xbl,Misc,Microsoft,Krome Studios,,,,,,,2010-03-24
Game Room,Pc,Misc,Sierra Entertainment,Sierra Entertainment,,,,,,,2001-03-24
Game Show 2-Pack,Wii,Misc,Thq,Thq,,,,,,,2011-09-26
Game Training Vol 1: Dexterity,Xbl,Misc,Microsoft,Justin Le Clair,,,,,,,2009-07-03
Game-Ware Vol.1,Sat,Misc,General Entertainment,General Entertainment,,,,,,,1996-04-05
Game-Ware Vol.2,Sat,Misc,General Entertainment,General Entertainment,,,,,,,1996-07-05
Game-Ware Vol.3,Sat,Misc,General Entertainment,General Entertainment,,,,,,,1996-10-04
Game-Ware Vol.4,Sat,Misc,General Entertainment,General Entertainment,,,,,,,1997-03-07
Game-Ware Vol.5,Sat,Misc,General Entertainment,General Entertainment,,,,,,,1997-06-27
GameBoy Wars Advance 1+2,Wiiu,Misc,Nintendo,Unknown,,,,,,,2014-04-03
GameFinder,Xbl,Misc,Microsoft,Ubergeekgames,,,,,,,2009-08-18
Games Festival 2,3Ds,Misc,Big Ben Interactive,Unknown,,,,,,,2013-10-17
Ganbare Goemon: Mononoke Sugoroku,Gb,Misc,Konami,Konami,,,,,,,1999-12-16
Ganbaru Watashi no Osaifu Ouendan,Dsiw,Misc,Nintendo,Nintendo,,,,,,,2009-04-01
Gang Lords,And,Misc,Glu Mobile Inc.,Unknown,,,,,,,2013-09-24
Ganja Farm,And,Misc,Vasili Tryndyk,Unknown,,,,,,,2014-04-01
Gardens Inc. 2: The Road to Fame,Pc,Misc,Mumbo Jumbo,Unknown,,,,,,,2014-05-22
Gateway to English: Eigo de Go!,3Do,Misc,Gakken,Gakken,,,,,,,1996-02-16
Gauntlet 2014,Pc,Misc,Warner Bros. Interactive Entertainment,Unknown,,,,,,,2014-07-01
GB Pachi-Slot Hisshouhou Jr.,Gb,Misc,Sammy Corporation,Sammy Studios,,,,,,,1994-07-29
GEARCRACK Arena,Pc,Misc,Unknown,Unknown,,,,,,,2014-05-29
Gegege no Kitarou: Youkai Donjaara,Snes,Misc,Bandai,Tom Create,,,,,,,1996-07-19
Gems With Friends,And,Misc,Zynga,Unknown,,,,,,,2012-11-22
Genesis 6-Pak,Gen,Misc,Sega,Sega,,,,,,,1995-06-01
Genius Personal Eiwaraku Jiten,Dsiw,Misc,Nintendo,Nintendo,,,,,,,2010-01-13
Genius Personal Waeiraku Jiten,Dsiw,Misc,Nintendo,Nintendo,,,,,,,2010-01-13
Genjin Collection,Gb,Misc,Hudson Soft,Hudson Soft,,,,,,,1996-11-22
Gensou Maden Saiyuuki: Harukanaru Nishi e,Ps,Misc,J-Wing,J-Wing,,,,,,,2002-12-26
Genzai no Kyoushitsu -Kaguya Collection-,Pc,Misc,Unknown,Atelier Kaguya,,,,,,,2011-07-22
Geometry Dash,And,Misc,Robert Topala,Unknown,,,,,,,2013-08-13
Germinator,Psv,Misc,Creat Studios,Unknown,,,,,,,2013-03-05
Germinator,Ps3,Misc,Creat Studios,Unknown,,,,,,,2013-03-05
Get Even,Pc,Misc,Unknown,Unknown,,,,,,,2016-01-01
Get Even,Xone,Misc,Unknown,Unknown,,,,,,,2016-01-01
Get Even,Ps4,Misc,Farm 51,Unknown,,,,,,,2018-01-01
Get Ride! AMDrive Shutsugeki! Battle Party,Gba,Misc,Konami,Konami,,,,,,,2004-12-16
Get Water!,And,Misc,Decode Entertainment Inc.,Unknown,,,,,,,2014-03-22
Get Your Girlfriend Into Games,Xbl,Misc,Microsoft,Awesomegamesstudio,,,,,,,2010-11-06
Getter Robo Daikessen!,Ps,Misc,"Emotion, Inc.","Technosoft Co., Ltd.",,,,,,,1999-09-09
GG Portrait Virtua Fighter Kids: Akira Yuki,Gg,Misc,Sega,Sega,,,,,,,1996-11-01
Ghost Detective: Shida's Ayakashi Case Book,3Ds,Misc,Arc System Works,Unknown,,,,,,,2014-03-27
Ghost Fighter,X360,Misc,Quikding,Unknown,,,,,,,2011-10-23
Ghost Mansion Party,Ww,Misc,Gameloft,Gameloft,,,,,,,2009-10-26
Ghost of a Tale,Pc,Misc,Unknown,Unknown,,,,,,,2015-01-01
Ghost Shooter,Winp,Misc,Quikding,Unknown,,,,,,,2013-02-22
Ghost Song: A Journey of Hope,Linux,Misc,Matt White,Unknown,,,,,,,2014-07-01
Ghost Song: A Journey of Hope,Osx,Misc,Matt White,Unknown,,,,,,,2014-07-01
Ghost Song: A Journey of Hope,Pc,Misc,Matt White,Unknown,,,,,,,2014-07-01
Ghost Whisperer: Shadowlands,Pc,Misc,Unknown,Unknown,,,,,,,2020-12-31
Ghostbusters,Ms,Misc,Sega,Compile,,,,,,,1987-01-01
Ghostbusters,Msx,Misc,Activision,Unknown,,,,,,,1985-01-01
Ghostbusters,C64,Misc,Activision,Unknown,,,,,,,1984-01-01
Ghostbusters,Apii,Misc,Activision,Unknown,,,,,,,1984-01-01
Ghostbusters,Acpc,Misc,Activision,Activision,,,,,,,1985-01-01
Ghostbusters (1986),Gen,Misc,Sega,Unknown,,,,,,,1990-06-29
Ghosts 'n Goblins,Gba,Misc,Capcom,Unknown,,,,,,,2020-12-31
Ghosts 'n Goblins,Arc,Misc,Capcom,Unknown,,,,,,,1985-09-19
Ghosts 'n Goblins,C64,Misc,Elite,Unknown,,,,,,,1986-12-01
GHXYK2 Classics Vol. 1,Xbl,Misc,Microsoft,Ghxyk2,,,,,,,2011-07-24
Giana Sisters: Twisted Dreams,Ps3,Misc,Unknown,Unknown,,,,,,,
Giana Sisters: Twisted Dreams,X360,Misc,Unknown,Unknown,,,,,,,
Giana Sisters: Twisted Dreams,Wiiu,Misc,Unknown,Unknown,,,,,,,
Gijutsu Hyouronsha Kanshuu: Kihonjouhou Gijutsusha DS,Ds,Misc,Unknown,First Idc,,,,,,,
Gin Rummy,Xbl,Misc,Sierra Online,Sierra Online Shanghai Studios,,,,,,,2008-09-03
Ginsei Igo,Psv,Misc,Unknown,Silver Star,,,,,,,
Ginsei Igo 3D,3Ds,Misc,Silverstar,Silverstar,,,,,,,2011-11-22
Ginsei Igo Portable,Psp,Misc,Silverstar,Silverstar,,,,,,,2010-05-20
Ginsei Shogi Portable,Psp,Misc,Silverstar,Silverstar,,,,,,,2010-02-18
Ginsei Shogi Portable: Fuuun Ryuuko Raiden,Psp,Misc,Silverstar,Silverstar,,,,,,,2011-08-04
Ginsei Shogi: Fuuun Ryuuko Raiden,Psv,Misc,Unknown,Silver Star,,,,,,,
Ginsei Shogi: Fuuun Ryuuko Raiden,And,Misc,Unknown,Unknown,,,,,,,2014-01-27
Ginsei Table Games Wii,Wii,Misc,Electronic Arts,Silverstarjapan,,,,,,,2008-10-23
Ginsei Tsume Shogi,Dsiw,Misc,Silverstar,Silverstarjapan,,,,,,,2011-03-16
Gintama Oyakata no Jissen Pachinko Hisshouhou,Snes,Misc,Sammy Corporation,Sammy Studios,,,,,,,1995-02-17
Girl With a Heart of,Pc,Misc,Unknown,Bent Spoon Games,,,,,,,2011-11-17
Girls' Fashion Shoot,3Ds,Misc,Rising Star Games,Unknown,,,,,,,2013-11-14
Glass Tower,Pc,Misc,Strategy First,Unknown,,,,,,,2000-12-31
Glay Station,Ps,Misc,Oracion,Unknown,,,,,,,1999-04-16
Glint,And,Misc,Ufo Interactive Games,Unknown,,,,,,,2014-03-06
Glitch: Game of Giant Imagination,Pc,Misc,Unknown,"Tiny Speck, Inc",,,,,,,
Globulos Party,Dsiw,Misc,Globz,Globz,6.0,,,,,,2010-03-01
Glory of Generals,And,Misc,Easy Inc.,Unknown,,,,,,,2013-07-05
Glyder,Dsi,Misc,Unknown,Unknown,,,,,,,
Glyder,3Ds,Misc,Unknown,Unknown,,,,,,,2013-07-18
Glyder,Ds,Misc,Unknown,Unknown,,,,,,,
Go 3D,Xbl,Misc,Microsoft,Frogslayer Studios,,,,,,,2009-04-30
Go Meiheibe & Reversi Touryuumon,Ws,Misc,Sammy Corporation,Sammy Studios,,,,,,,2000-01-13
GO Series: Pinball Attack!,Dsiw,Misc,Gamebridge,Artepiazza,,,,,,,2010-11-08
Go! Explore,Psp,Misc,Sony Computer Entertainment,Nav N Go,,,,,,,2008-07-18
Go! Go! Break Steady,Xbl,Misc,Microsoft,Little Boy Games,,,,,,,2008-07-23
Go! Go! Hitchhike,Gb,Misc,J-Wing,J-Wing,,,,,,,1998-07-10
Goat Rampage,And,Misc,Swift Apps,Unknown,,,,,,,2014-03-11
Goblin Defenders: Steel n Wood,And,Misc,Alawar Entertainment,Unknown,,,,,,,2013-09-26
Gobs of Games,Gb,Misc,3Do,2N Productions,,,,,,,2000-09-01
God Mode,Ps3,Misc,Atlus,Unknown,,,,,,,2014-01-01
God Mode,X360,Misc,Atlus,Unknown,,,,,,,2014-01-01
Godus,Osx,Misc,22Cans,Unknown,,,,,,,2015-01-01
Godus,Linux,Misc,22Cans,Unknown,,,,,,,2015-01-01
Godus,Pc,Misc,22Cans,Unknown,,,,,,,2015-01-01
Godus,And,Misc,22Cans,Unknown,,,,,,,2015-01-01
Godzilla Trading Battle,Ps,Misc,Toho,"Toho Co., Ltd.",,,,,,,1998-12-03
Godzilla: Smash3,And,Misc,"Rogue Play, Inc.",Unknown,,,,,,,2014-05-16
Goemon: Mononoke Sugoroku,N64,Misc,Konami,Konami Computer Entertainment Kyoto,,,,,,,1999-12-25
Goku Mahjong Deluxe,Gba,Misc,Athena,Athena,,,,,,,2001-08-10
Gold Jumper,And,Misc,Gogii Games,Unknown,,,,,,,2014-04-08
Gold Jumper,Pc,Misc,Strategy First,Unknown,,,,,,,2014-04-10
Golden Axe 3,Gen,Misc,Unknown,Unknown,,,,,,,
Golden Nugget Casino DS,Ds,Misc,Unknown,Skyriver Studios,,,,,,,
Golden Royal Blackjack,Xbl,Misc,Microsoft,Star Gaming Network,,,,,,,2008-12-05
Golden Royal Hold'em,Xbl,Misc,Microsoft,Star Gaming Network,,,,,,,2009-06-09
Golden Sun,Wiiu,Misc,Nintendo,Unknown,,,,,,,2014-04-07
Golf,Gba,Misc,Nintendo,Unknown,,,,,,,2003-04-21
Gone Home,Osx,Misc,The Fullbright Company,Unknown,,,,,,,2013-08-15
Gone Home,Linux,Misc,The Fullbright Company,Unknown,,,,,,,2013-08-15
Goooooal Europa 2012,3Ds,Misc,Cinemax,Unknown,,,,,,,2012-06-21
Goooooal Europa 2012,Dsi,Misc,Cinemax,Unknown,,,,,,,2012-06-21
Gotatsujin: Electro,Ps,Misc,Ask,Ask Corporation,,,,,,,1998-10-29
Gotatsujin: Electro,Psn,Misc,Ask,Ask Corporation,,,,,,,2010-12-22
